  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
MIN   3  0.312 -1.134 -1.730 -1.607 -1.611   11.8896 10.7624 8.5625
MAX   3  2.108 3.628 1.497 0.321 0.292   15.6462 14.0715 11.7656

  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  1  10  0.758 1.290 0.250 -0.241 -0.288   12.6805 11.5050 9.5274
  2  10  0.982 1.255 0.941 -0.480 -0.486   12.0503 10.9410 8.8765
  3  10  1.205 1.312 0.256 -0.627 -0.852   12.2285 11.0346 8.8719
  4  10  1.094 1.493 0.778 -0.573 -0.633   12.0170 10.8552 8.6723
  5  10  1.322 1.895 0.720 -0.794 -0.873   12.1582 10.8639 8.4916
  6  10  1.189 1.484 0.883 -0.671 -0.723   12.3413 11.1790 8.9214
  7  10  1.457 2.383 0.671 -0.920 -1.023   13.0712 11.7694 9.4642
  8  10  1.005 1.500 0.277 -0.485 -0.538   12.1981 11.0050 8.8904
  9  10  0.992 1.130 0.071 -0.407 -0.656   12.0097 10.7989 8.5756
 10  10  1.252 1.760 0.952 -0.738 -0.777   12.0928 10.9345 8.7368
 11  10  1.046 1.111 -0.739 -0.540 -0.554   12.0864 10.9137 8.7922
 12  10  1.379 2.050 0.816 -0.851 -0.929   12.3500 11.0324 8.6031
 13  10  1.128 0.986 0.273 -0.554 -0.771   12.0528 10.9024 8.7087
 14  10  1.076 0.853 0.426 -0.532 -0.656   11.9516 10.8057 8.6258
 15  10  0.793 1.382 0.006 -0.251 -0.363   12.4420 11.2883 9.2266
 16  10  0.942 1.433 0.803 -0.436 -0.453   12.2311 11.1185 9.1154
 17  10  1.285 1.711 0.845 -0.769 -0.811   12.4642 11.2630 8.9091
 18  10  1.417 1.857 1.247 -0.909 -0.931   12.7502 11.5369 9.2347
 19  10  1.298 1.885 0.236 -0.768 -0.847   12.2604 11.0460 8.9689
 20  10  1.049 1.253 -0.460 -0.539 -0.567   12.2201 11.0767 8.9691
 21  10  1.276 1.951 0.399 -0.739 -0.840   12.5325 11.2435 9.0077
