  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 93   3  0.000 0.333 0.333 0.333 0.000   13.5902 10.6670 8.0130
 94   3  0.000 0.000 0.000 0.000 1.000   13.0480 10.0985 7.2368
 95   3  0.000 0.000 1.000 0.000 0.000   13.7421 10.9924 8.4892
 96   3  0.000 0.333 0.000 0.667 0.000   13.2234 10.2583 7.4856
 97   3  0.000 0.000 0.667 0.000 0.333   13.2339 10.3827 7.6390
 98   3  0.000 0.000 0.667 0.333 0.000   13.5210 10.5922 7.8614
 99   3  0.333 0.333 0.000 0.333 0.000   14.0727 11.0997 8.4637
100   3  0.000 0.333 0.667 0.000 0.000   13.7758 10.9086 8.2682
---------------------------------------------------------------
AVG   3  0.143 0.170 0.257 0.160 0.270   13.5295 10.6134 7.9050
MIN   3  0.000 0.000 0.000 0.000 0.000   12.8956 9.9800 7.0931
MAX   3  0.667 1.000 1.000 1.000 1.000   15.0276 12.1874 9.7724

  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  1  10  0.000 0.100 0.200 0.300 0.400   13.0986 10.2022 7.3721
  2  10  0.100 0.200 0.400 0.000 0.300   13.7720 10.7844 8.0232
  3  10  0.100 0.500 0.100 0.100 0.200   13.3740 10.5369 7.8443
  4  10  0.300 0.200 0.100 0.100 0.300   13.7408 10.7005 7.8878
  5  10  0.300 0.100 0.400 0.100 0.100   14.2242 11.2904 8.6588
  6  10  0.000 0.200 0.400 0.200 0.200   13.4355 10.5489 7.7231
  7  10  0.100 0.200 0.200 0.100 0.400   13.4348 10.4230 7.5895
  8  10  0.000 0.100 0.100 0.400 0.400   12.8101 9.9476 7.3575
  9  10  0.100 0.100 0.200 0.100 0.500   13.3675 10.4132 7.6309
 10  10  0.300 0.200 0.400 0.100 0.000   14.1811 11.2293 8.6658
 11  10  0.200 0.200 0.100 0.100 0.400   13.1708 10.2802 7.5762
 12  10  0.100 0.000 0.700 0.000 0.200   13.3721 10.6821 8.0714
 13  10  0.300 0.100 0.200 0.100 0.300   12.8777 10.2708 7.8855
 14  10  0.300 0.000 0.300 0.200 0.200   13.2905 10.5608 8.0010
 15  10  0.000 0.100 0.700 0.100 0.100   13.6966 10.6872 7.8945
 16  10  0.400 0.100 0.100 0.100 0.300   13.4891 10.5537 8.0438
 17  10  0.400 0.200 0.100 0.200 0.100   13.9854 11.0399 8.4043
 18  10  0.400 0.000 0.200 0.000 0.400   13.4689 10.7985 8.2846
 19  10  0.000 0.100 0.500 0.100 0.300   13.2575 10.3945 7.6335
 20  10  0.100 0.000 0.300 0.200 0.400   13.4863 10.4623 7.6409
 21  10  0.100 0.300 0.400 0.100 0.100   13.5073 10.6337 8.0072
 22  10  0.100 0.200 0.300 0.100 0.300   13.3114 10.5234 7.8183
 23  10  0.200 0.000 0.100 0.200 0.500   13.2224 10.2766 7.4360
 24  10  0.000 0.300 0.100 0.300 0.300   13.5172 10.4385 7.4856
 25  10  0.400 0.000 0.400 0.000 0.200   14.1639 11.2153 8.5846
 26  10  0.100 0.100 0.400 0.200 0.200   13.3326 10.5279 7.8177
